,lineId,name,team,position,icetime,iceTimeRank,games_played,situation,Player1,Player2,Player3
1838,847749684810688482074,Sharangovich-Lindholm-Zary,CGY,line,915,196,16,5on5,Sharangovich,Lindholm,Zary
1843,847488484821338482667,Eklund-Bordeleau-Hoffman,SJS,line,851,5,2,5on5,Eklund,Bordeleau,Hoffman
1845,847572684815598482125,Hughes-Toffoli-Holtz,NJD,line,1701,148,15,5on5,Hughes,Toffoli,Holtz
1846,847639384779358478542,Cousins-Bennett-Rodrigues,FLA,line,832,146,14,5on5,Cousins,Bennett,Rodrigues
1847,847516884757948478975,Marchment-Seguin-Duchene,DAL,line,39783,125,64,5on5,Marchment,Seguin,Duchene
1850,847643884768978477953,Saad-Sundqvist-Kapanen,STL,line,3412,153,15,5on5,Saad,Sundqvist,Kapanen
1851,847514984756928478493,Johansson-Eriksson Ek-Zuccarello,MIN,line,1068,250,20,5on5,Johansson,Eriksson Ek,Zuccarello
1852,847692584785088482146,Trenin-Sissons-Evangelista,NSH,line,952,285,20,5on5,Trenin,Sissons,Evangelista
1855,847747984775038481582,Bertuzzi-Domi-Robertson,TOR,line,1443,85,11,5on5,Bertuzzi,Domi,Robertson
1856,847745684793378482078,Raymond-Compher-Debrincat,DET,line,3950,374,32,5on5,Raymond,Compher,Debrincat
1857,847637484768678480074,Texier-Kuraly-Gaunce,CBJ,line,1266,9,3,5on5,Texier,Kuraly,Gaunce
1858,847516884789758479351,Marchment-Duchene-Steel,DAL,line,3307,29,8,5on5,Marchment,Duchene,Steel
1859,847692584807488481704,Sherwood-Sissons-Parssinen,NSH,line,1117,109,7,5on5,Sherwood,Sissons,Parssinen
1861,847516484758428480870,Groulx-Carrick-Silfverberg,ANA,line,950,50,7,5on5,Groulx,Carrick,Silfverberg
1862,847742584784208479525,Wood-Colton-Rantanen,COL,line,827,251,19,5on5,Wood,Colton,Rantanen
1865,847749384785428482713,Rodrigues-Barkov-Samoskevich,FLA,line,1243,32,4,5on5,Rodrigues,Barkov,Samoskevich
1866,847516684779398482720,Knies-Tavares-Nylander,TOR,line,4515,329,35,5on5,Knies,Tavares,Nylander
1867,847121584751918479423,Nylander-Malkin-Smith,PIT,line,1839,6,3,5on5,Nylander,Malkin,Smith
1868,847516984757868476454,Kane-Nugent-Hopkins-Hyman,EDM,line,4984,175,22,5on5,Kane,Nugent-Hopkins,Hyman
1869,847793984793188482720,Knies-Matthews-Nylander,TOR,line,7069,299,29,5on5,Knies,Matthews,Nylander
1870,847645684774968481068,Sharangovich-Lindholm-Huberdeau,CGY,line,8631,132,23,5on5,Sharangovich,Lindholm,Huberdeau
1871,847647484780478480829,Bunting-Kotkaniemi-Noesen,CAR,line,1929,132,13,5on5,Bunting,Kotkaniemi,Noesen
1873,847517084802818482089,Neighbours-Schenn-Toropchenko,STL,line,992,225,17,5on5,Neighbours,Schenn,Toropchenko
1875,847517284764568479346,Huberdeau-Kadri-Dube,CGY,line,813,65,6,5on5,Huberdeau,Kadri,Dube
1881,847514984774518481557,Boldy-Hartman-Johansson,MIN,line,1555,284,20,5on5,Boldy,Hartman,Johansson
1883,847519384774258479525,Tatar-Colton-Wood,COL,line,1820,58,9,5on5,Tatar,Colton,Wood
1885,847845884802058482705,Sillinger-Roslovic-Bemstrom,CBJ,line,634,21,2,5on5,Sillinger,Roslovic,Bemstrom
1886,848001884815408483515,Slafkovsky-Suzuki-Caufield,MTL,line,45044,142,64,5on5,Slafkovsky,Suzuki,Caufield
1890,847686784802928482744,Malatesta-Gaunce-Meyer,CBJ,line,771,56,6,5on5,Malatesta,Gaunce,Meyer
1892,847169984780288481186,Cogliano-Olofsson-O'Connor,COL,line,3554,212,25,5on5,Cogliano,Olofsson,O'Connor
1893,847798784793908482172,Slaggert-Donato-Raddysh,CHI,line,1015,17,3,5on5,Slaggert,Donato,Raddysh
1894,847688284784278480039,Teravainen-Aho-Necas,CAR,line,1737,135,14,5on5,Teravainen,Aho,Necas
1896,847698184800188481618,Newhook-Suzuki-Anderson,MTL,line,3454,45,10,5on5,Newhook,Suzuki,Anderson
1897,847644884810328481604,Dorofeyev-Karlsson-Cotter,VGK,line,2649,43,7,5on5,Dorofeyev,Karlsson,Cotter
1898,847747884784348478462,Carrier-Roy-Kolesar,VGK,line,9909,85,23,5on5,Carrier,Roy,Kolesar
1899,847906684801858482113,Lomberg-Lundell-Luostarinen,FLA,line,3643,162,21,5on5,Lomberg,Lundell,Luostarinen
1900,847591384764488476905,Stephenson-Karlsson-Stone,VGK,line,1422,67,9,5on5,Stephenson,Karlsson,Stone
1901,847645384780108479718,Barr-Boulet-Point-Kucherov,TBL,line,4643,88,13,5on5,Barr-Boulet,Point,Kucherov
1902,847414184774298479337,Kane-Copp-Debrincat,DET,line,1809,137,13,5on5,Kane,Copp,Debrincat
1903,847571484775038480995,Jarnkrok-Domi-Holmberg,TOR,line,1953,20,5,5on5,Jarnkrok,Domi,Holmberg
1904,847415784784408482148,Pacioretty-Lapierre-Strome,WSH,line,1160,46,5,5on5,Pacioretty,Lapierre,Strome
1906,847060484741898478424,Harkins-Eller-Carter,PIT,line,1382,191,17,5on5,Harkins,Eller,Carter
1907,848001884810938481540,Harvey-Pinard-Suzuki-Caufield,MTL,line,3704,123,14,5on5,Harvey-Pinard,Suzuki,Caufield
1909,847569284784938478864,Kaprizov-Eriksson Ek-Zuccarello,MIN,line,1558,384,34,5on5,Kaprizov,Eriksson Ek,Zuccarello
1910,847464184751648479368,Jones-Henrique-Silfverberg,ANA,line,5676,68,14,5on5,Jones,Henrique,Silfverberg
1911,847639284788918480113,Iafallo-Lowry-Appleton,WPG,line,1633,30,7,5on5,Iafallo,Lowry,Appleton
1913,847749684782338480008,Mangiapane-Lindholm-Ruzicka,CGY,line,806,33,4,5on5,Mangiapane,Lindholm,Ruzicka
1916,848099584815828482259,Robertson-Holmberg-Mcmann,TOR,line,1397,38,5,5on5,Robertson,Holmberg,Mcmann
1917,847405384748848480188,Zetterlund-Couture-Hoffman,SJS,line,1151,67,5,5on5,Zetterlund,Couture,Hoffman
1918,847353384768828476921,Martinook-Staal-Teravainen,CAR,line,2267,217,19,5on5,Martinook,Staal,Teravainen
1919,847750884794158482125,Lazar-Mcleod-Holtz,NJD,line,3043,106,10,5on5,Lazar,Mcleod,Holtz
1920,847858584804688481534,Ryan-Hamblin-Lavoie,EDM,line,783,13,3,5on5,Ryan,Hamblin,Lavoie
1921,847634684764328481716,Voronkov-Jenner-Gaudreau,CBJ,line,868,47,3,5on5,Voronkov,Jenner,Gaudreau
1922,847458684757688482665,Schwartz-Beniers-Eberle,SEA,line,1384,320,29,5on5,Schwartz,Beniers,Eberle
1923,847410284774298477456,Compher-Copp-Perron,DET,line,3917,165,16,5on5,Compher,Copp,Perron
1924,847802084793538481032,Cotter-Howden-Amadio,VGK,line,1541,148,14,5on5,Cotter,Howden,Amadio
1925,847403784808808481556,Van Riemsdyk-Beecher-Lauko,BOS,line,1216,53,7,5on5,Van Riemsdyk,Beecher,Lauko
1926,847701584774068477934,Janmark-Draisaitl-Brown,EDM,line,603,172,14,5on5,Janmark,Draisaitl,Brown
1927,847585584780478480829,Bunting-Kotkaniemi-Fast,CAR,line,914,111,10,5on5,Bunting,Kotkaniemi,Fast
1928,847999284808138482078,Raymond-Veleno-Rasmussen,DET,line,795,160,13,5on5,Raymond,Veleno,Rasmussen
1931,847169884741578478440,Pacioretty-Strome-Oshie,WSH,line,3301,93,12,5on5,Pacioretty,Strome,Oshie
1933,847747384793168482222,Barabanov-Kunin-Bailey,SJS,line,2077,24,5,5on5,Barabanov,Kunin,Bailey
1934,847940084815328482155,Turcotte-Dubois-Laferriere,LAK,line,1168,52,6,5on5,Turcotte,Dubois,Laferriere
1935,847345384794008481481,Lewis-Dubois-Lizotte,LAK,line,825,122,11,5on5,Lewis,Dubois,Lizotte
1936,847634684764328480074,Gaudreau-Jenner-Texier,CBJ,line,834,38,4,5on5,Gaudreau,Jenner,Texier
1937,847528784794158482125,Haula-Mcleod-Holtz,NJD,line,735,37,5,5on5,Haula,Mcleod,Holtz
1938,847629284794078479415,Palat-Mcleod-Bratt,NJD,line,2418,76,10,5on5,Palat,Mcleod,Bratt
1940,847691984775088478051,Willman-Lazar-Tierney,NJD,line,1102,43,7,5on5,Willman,Lazar,Tierney
1941,847749284774948477501,Drouin-Mackinnon-Nichushkin,COL,line,847,149,13,5on5,Drouin,Mackinnon,Nichushkin
1942,847750384793938481582,Robertson-Domi-Gregor,TOR,line,1995,96,12,5on5,Robertson,Domi,Gregor
1943,847353384780478482093,Bunting-Staal-Jarvis,CAR,line,671,130,11,5on5,Bunting,Staal,Jarvis
1944,847079484739948478449,Benn-Pavelski-Hintz,DAL,line,1795,131,14,5on5,Benn,Pavelski,Hintz
1945,847645684782118481068,Hunt-Sharangovich-Huberdeau,CGY,line,2907,34,8,5on5,Hunt,Sharangovich,Huberdeau
1948,847576684768228484325,Watson-Glendening-Merela,TBL,line,2181,25,7,5on5,Watson,Glendening,Merela
1949,847747984779398479318,Bertuzzi-Matthews-Nylander,TOR,line,1837,428,34,5on5,Bertuzzi,Matthews,Nylander
1951,847646984781338479543,Pezzetta-Evans-Armia,MTL,line,2153,68,10,5on5,Pezzetta,Evans,Armia
1953,847691384827518483524,Wright-Shore-Winterton,SEA,line,625,9,2,5on5,Wright,Shore,Winterton
1954,847398684834458484153,Gauthier-Carlsson-Killorn,ANA,line,763,1,1,5on5,Gauthier,Carlsson,Killorn
1955,847634684794238481716,Gaudreau-Voronkov-Nylander,CBJ,line,3700,23,7,5on5,Gaudreau,Voronkov,Nylander
1956,847977284803558480448,Kastelic-Kelly-Macewen,OTT,line,1894,51,9,5on5,Kastelic,Kelly,Macewen
1958,847403784779568478401,Van Riemsdyk-Zacha-Pastrnak,BOS,line,5459,323,31,5on5,Van Riemsdyk,Zacha,Pastrnak
1960,847685884780438482496,Di Giuseppe-Aman-Lafferty,VAN,line,2061,29,6,5on5,Di Giuseppe,Aman,Lafferty
1961,847682284795918479661,Jeannot-Glendening-Eyssimont,TBL,line,3069,210,21,5on5,Jeannot,Glendening,Eyssimont
1963,847696084793908482117,Reichel-Athanasiou-Raddysh,CHI,line,2179,39,7,5on5,Reichel,Athanasiou,Raddysh
1965,847745184779198482177,Khusnutdinov-Gaudreau-Hartman,MIN,line,740,2,1,5on5,Khusnutdinov,Gaudreau,Hartman
1966,847643884774028477953,Saad-Buchnevich-Kapanen,STL,line,830,59,6,5on5,Saad,Buchnevich,Kapanen
1967,847515184757548478445,Barzal-Nelson-Palmieri,NYI,line,638,198,17,5on5,Barzal,Nelson,Palmieri
1970,847740784785198479542,Duclair-Cirelli-Hagel,TBL,line,674,112,10,5on5,Duclair,Cirelli,Hagel
1971,847471584800288482159,Foerster-Frost-Atkinson,PHI,line,3212,260,23,5on5,Foerster,Frost,Atkinson
1973,847181784793938480995,Gregor-Holmberg-Reaves,TOR,line,2198,33,7,5on5,Gregor,Holmberg,Reaves
1974,847701584808028482077,Holloway-Mcleod-Brown,EDM,line,3249,144,15,5on5,Holloway,Mcleod,Brown
1975,847079484751688478975,Marchment-Pavelski-Duchene,DAL,line,842,253,24,5on5,Marchment,Pavelski,Duchene
1976,847795684784018479987,Geekie-Zacha-Pastrnak,BOS,line,5803,335,30,5on5,Geekie,Zacha,Pastrnak
1977,847572684774978480113,Iafallo-Monahan-Toffoli,WPG,line,1019,7,2,5on5,Iafallo,Monahan,Toffoli
1980,847571484784838479318,Jarnkrok-Matthews-Marner,TOR,line,4683,141,19,5on5,Jarnkrok,Matthews,Marner
1981,847691884773808482157,Vesey-Brodzinski-Cuylle,NYR,line,1045,89,9,5on5,Vesey,Brodzinski,Cuylle
1982,847692784780438481617,Lafferty-Blueger-Podkolzin,VAN,line,1681,159,11,5on5,Lafferty,Blueger,Podkolzin
1985,847749784783988482149,Connor-Monahan-Perfetti,WPG,line,2070,11,4,5on5,Connor,Monahan,Perfetti
1987,847487084784638479390,Beauvillier-Johnson-Raddysh,CHI,line,3775,30,8,5on5,Beauvillier,Johnson,Raddysh
1988,847752784815178483570,Johnston-Meyers-Leason,ANA,line,1588,39,5,5on5,Johnston,Meyers,Leason
1989,847591384779648478403,Barbashev-Eichel-Stone,VGK,line,11154,115,23,5on5,Barbashev,Eichel,Stone
1990,847687884779498479420,Girgensons-Thompson-Tuch,BUF,line,3178,37,8,5on5,Girgensons,Thompson,Tuch
1991,847784684780998480821,Labanc-Carpenter-Zadina,SJS,line,1532,61,7,5on5,Labanc,Carpenter,Zadina
1992,847645984785508482109,Lafreniere-Zibanejad-Panarin,NYR,line,2406,340,35,5on5,Lafreniere,Zibanejad,Panarin
1994,847169884753438479359,Malenstyn-Dowd-Oshie,WSH,line,661,221,17,5on5,Malenstyn,Dowd,Oshie
1995,847060484784248480836,Gruden-Carter-Harkins,PIT,line,733,25,4,5on5,Gruden,Carter,Harkins
1996,848020584824758482705,Bemstrom-Sillinger-Chinakhov,CBJ,line,818,31,4,5on5,Bemstrom,Sillinger,Chinakhov
1999,847742984774568478466,Copp-Compher-Sprong,DET,line,652,106,10,5on5,Copp,Compher,Sprong
2000,847691984775088482125,Tierney-Lazar-Holtz,NJD,line,2030,146,15,5on5,Tierney,Lazar,Holtz
2001,847701584779988480802,Foegele-Mcleod-Brown,EDM,line,853,183,16,5on5,Foegele,Mcleod,Brown
2002,847404084779988480802,Foegele-Mcleod-Gagner,EDM,line,790,91,8,5on5,Foegele,Mcleod,Gagner
2004,847569284788648482079,Kaprizov-Rossi-Zuccarello,MIN,line,18808,264,49,5on5,Kaprizov,Rossi,Zuccarello
2005,847517084764388479385,Saad-Schenn-Kyrou,STL,line,8007,246,30,5on5,Saad,Schenn,Kyrou
2007,847516684784838482720,Knies-Tavares-Marner,TOR,line,668,144,13,5on5,Knies,Tavares,Marner
2010,847793484779988482077,Holloway-Draisaitl-Foegele,EDM,line,861,77,6,5on5,Holloway,Draisaitl,Foegele
2011,847167584758108482055,O'Connor-Crosby-Rust,PIT,line,11434,124,23,5on5,O'Connor,Crosby,Rust
2012,847953684802898481019,Jonsson-Fjallby-Gustafsson-Barron,WPG,line,4723,52,13,5on5,Jonsson-Fjallby,Gustafsson,Barron
2013,847644884780208479353,Howden-Karlsson-Amadio,VGK,line,1196,167,14,5on5,Howden,Karlsson,Amadio
2015,847744684807488482062,Sherwood-Mccarron-Smith,NSH,line,15411,212,39,5on5,Sherwood,Mccarron,Smith
2016,847576884774448477505,Burakovsky-Wennberg-Schwartz,SEA,line,7371,105,17,5on5,Burakovsky,Wennberg,Schwartz
2017,847062184779348478402,Mcdavid-Draisaitl-Perry,EDM,line,1668,118,10,5on5,Mcdavid,Draisaitl,Perry
2019,847798784802528481147,Guttman-Donato-Johnson,CHI,line,677,42,5,5on5,Guttman,Donato,Johnson
2020,847403784793658479987,Van Riemsdyk-Geekie-Frederic,BOS,line,7284,251,30,5on5,Van Riemsdyk,Geekie,Frederic
2022,847931684822228482667,Eklund-Kunin-Barabanov,SJS,line,2374,121,11,5on5,Eklund,Kunin,Barabanov
2023,847169984757938481186,Cogliano-Johansen-O'Connor,COL,line,1681,113,11,5on5,Cogliano,Johansen,O'Connor
2024,847528784775088482110,Lazar-Haula-Mercer,NJD,line,2839,138,16,5on5,Lazar,Haula,Mercer
2026,847841384815288482175,Greenway-Cozens-Peterka,BUF,line,1104,156,11,5on5,Greenway,Cozens,Peterka
2028,847403484752208480980,Foligno-Dewar-Maroon,MIN,line,647,153,14,5on5,Foligno,Dewar,Maroon
2029,847682684774168480009,Tolvanen-Gourde-Bjorkstrand,SEA,line,31008,145,56,5on5,Tolvanen,Gourde,Bjorkstrand
2030,847639384820888482113,Cousins-Lundell-Sourdif,FLA,line,1281,10,3,5on5,Cousins,Lundell,Sourdif
2031,847522084784938481557,Boldy-Eriksson Ek-Foligno,MIN,line,2334,107,10,5on5,Boldy,Eriksson Ek,Foligno
2032,847747384800218482133,Bordeleau-Studnicka-Bailey,SJS,line,1284,10,3,5on5,Bordeleau,Studnicka,Bailey
2033,847842784800398480830,Necas-Aho-Svechnikov,CAR,line,1102,249,24,5on5,Necas,Aho,Svechnikov
2036,848152284815288482175,Krebs-Cozens-Peterka,BUF,line,1116,96,8,5on5,Krebs,Cozens,Peterka
2037,847648084802898481019,Namestnikov-Gustafsson-Barron,WPG,line,1924,53,7,5on5,Namestnikov,Gustafsson,Barron
2038,847522584789758479351,Marchment-Steel-Smith,DAL,line,770,214,21,5on5,Marchment,Steel,Smith
2039,847648084800148482149,Perfetti-Namestnikov-Vilardi,WPG,line,664,114,10,5on5,Perfetti,Namestnikov,Vilardi
2040,847576384779448480281,Vrana-Hayes-Toropchenko,STL,line,3537,99,13,5on5,Vrana,Hayes,Toropchenko
2042,848001584800688482159,Foerster-Poehling-Tippett,PHI,line,690,141,10,5on5,Foerster,Poehling,Tippett
2043,847634684764328482475,Gaudreau-Jenner-Chinakhov,CBJ,line,2796,113,14,5on5,Gaudreau,Jenner,Chinakhov
2044,847347384808808481556,Lucic-Beecher-Lauko,BOS,line,1090,12,3,5on5,Lucic,Beecher,Lauko
2046,847418984820558482241,Zohorna-Eller-O'Connor,PIT,line,7343,93,19,5on5,Zohorna,Eller,O'Connor
2047,847646184784398480797,Farabee-Couturier-Konecny,PHI,line,5386,318,33,5on5,Farabee,Couturier,Konecny
2048,847487084757918477450,Hall-Dickinson-Johnson,CHI,line,1536,6,3,5on5,Hall,Dickinson,Johnson
2049,847400984766248476918,Vesey-Bonino-Goodrow,NYR,line,5646,191,26,5on5,Vesey,Bonino,Goodrow
2050,847692584784958478508,Trenin-Sissons-Gurianov,NSH,line,3633,93,12,5on5,Trenin,Sissons,Gurianov
2051,847742584785088479525,Wood-Colton-Trenin,COL,line,1138,12,3,5on5,Wood,Colton,Trenin
2054,847571484779398479318,Jarnkrok-Matthews-Nylander,TOR,line,639,61,6,5on5,Jarnkrok,Matthews,Nylander
2055,847578684764548477998,Foegele-Nugent-Hopkins-Hyman,EDM,line,2202,37,7,5on5,Foegele,Nugent-Hopkins,Hyman
2056,848089384817168482660,Johnson-Voronkov-Marchenko,CBJ,line,3672,40,10,5on5,Johnson,Voronkov,Marchenko
2058,847351284800648480801,Tkachuk-Norris-Giroux,OTT,line,9515,83,21,5on5,Tkachuk,Norris,Giroux
2060,847061084757938481641,Kiviranta-Johansen-Parise,COL,line,944,76,7,5on5,Kiviranta,Johansen,Parise
2062,847414984784498480027,Robertson-Hintz-Dadonov,DAL,line,777,247,19,5on5,Robertson,Hintz,Dadonov
2064,847471584764618480015,Atkinson-Couturier-Tippett,PHI,line,6835,246,26,5on5,Atkinson,Couturier,Tippett
2065,847645884783668482745,Strome-Mctavish-Vatrano,ANA,line,18793,100,35,5on5,Strome,Mctavish,Vatrano
2066,847794684808138482078,Raymond-Larkin-Veleno,DET,line,2958,81,12,5on5,Raymond,Larkin,Veleno
2067,847167584769948477404,Guentzel-Crosby-Hinostroza,PIT,line,677,59,6,5on5,Guentzel,Crosby,Hinostroza
2068,847940084814818482155,Lizotte-Dubois-Laferriere,LAK,line,886,90,9,5on5,Lizotte,Dubois,Laferriere
2069,848085584817118482659,Maccelli-Mcbain-Doan,ARI,line,5525,27,10,5on5,Maccelli,Mcbain,Doan
2070,847464184751648480806,Lundestrom-Henrique-Silfverberg,ANA,line,801,44,4,5on5,Lundestrom,Henrique,Silfverberg
2071,847647484808298482093,Jarvis-Kotkaniemi-Noesen,CAR,line,2237,100,10,5on5,Jarvis,Kotkaniemi,Noesen
2072,847744684815778482062,Smith-Mccarron-Tomasino,NSH,line,4670,109,20,5on5,Smith,Mccarron,Tomasino
2074,847627884774828477987,Donato-Sanford-Blackwell,CHI,line,1042,20,3,5on5,Donato,Sanford,Blackwell
2075,847414184779468479992,Rasmussen-Larkin-Kane,DET,line,2100,76,8,5on5,Rasmussen,Larkin,Kane
2077,847646984800188481540,Caufield-Suzuki-Armia,MTL,line,677,287,20,5on5,Caufield,Suzuki,Armia
2080,847576084779518479343,Schmaltz-Bjugstad-Keller,ARI,line,9635,245,34,5on5,Schmaltz,Bjugstad,Keller
2081,847632984770708483597,Kelemen-Boyd-O'Brien,ARI,line,754,23,4,5on5,Kelemen,Boyd,O'Brien
2083,847341984757458479987,Marchand-Coyle-Geekie,BOS,line,1512,110,8,5on5,Marchand,Coyle,Geekie
2084,847798784807988484144,Donato-Bedard-Kurashev,CHI,line,6060,259,28,5on5,Donato,Bedard,Kurashev
2086,847847284808018482116,Tkachuk-Sttzle-Joseph,OTT,line,603,84,6,5on5,Tkachuk,Sttzle,Joseph
2091,847791984799688481422,Lucchini-Gaudreau-Lettieri,MIN,line,628,9,2,5on5,Lucchini,Gaudreau,Lettieri
2093,847168584815328482124,Turcotte-Kopitar-Byfield,LAK,line,3150,30,8,5on5,Turcotte,Kopitar,Byfield
2094,847648084779408482149,Ehlers-Perfetti-Namestnikov,WPG,line,11682,228,34,5on5,Ehlers,Perfetti,Namestnikov
2095,847168584779608479675,Moore-Kopitar-Kempe,LAK,line,936,230,19,5on5,Moore,Kopitar,Kempe
2096,847576584808018482116,Sttzle-Tkachuk-Tarasenko,OTT,line,945,260,20,5on5,Sttzle,Tkachuk,Tarasenko
2097,848020584826608482705,Johnson-Sillinger-Bemstrom,CBJ,line,7339,69,17,5on5,Johnson,Sillinger,Bemstrom
2098,848020884804488482116,Kelly-Sttzle-Batherson,OTT,line,696,109,9,5on5,Kelly,Sttzle,Batherson
2100,847531484773928478445,Lee-Barzal-Fasching,NYI,line,2874,34,7,5on5,Lee,Barzal,Fasching
2102,848089384824758482705,Marchenko-Sillinger-Chinakhov,CBJ,line,1808,81,11,5on5,Marchenko,Sillinger,Chinakhov
2103,847682684799778481789,Kartye-Gourde-Yamamoto,SEA,line,689,176,13,5on5,Kartye,Gourde,Yamamoto
2104,847585584769218478427,Martinook-Aho-Fast,CAR,line,915,229,21,5on5,Martinook,Aho,Fast
2105,847418984751918476483,Rakell-Eller-Smith,PIT,line,763,245,17,5on5,Rakell,Eller,Smith
2106,847637484799418480074,Texier-Kuraly-Danforth,CBJ,line,8568,72,19,5on5,Texier,Kuraly,Danforth
2107,847809984808218481477,Labanc-Sturm-Zadina,SJS,line,1907,183,15,5on5,Labanc,Sturm,Zadina
2108,847843284784668480011,Kostin-Fischer-Sprong,DET,line,3140,31,9,5on5,Kostin,Fischer,Sprong
2110,847576584773308482162,Kubalik-Jarventie-Tarasenko,OTT,line,1052,56,6,5on5,Kubalik,Jarventie,Tarasenko
2112,847793584785428479314,Tkachuk-Bennett-Rodrigues,FLA,line,2083,241,20,5on5,Tkachuk,Bennett,Rodrigues
2113,847744484775058477955,Burakovsky-Wennberg-Mccann,SEA,line,677,110,8,5on5,Burakovsky,Wennberg,Mccann
2114,847579484784498480027,Robertson-Seguin-Hintz,DAL,line,695,287,23,5on5,Robertson,Seguin,Hintz
2115,847488484757988480188,Zetterlund-Granlund-Hoffman,SJS,line,2996,153,17,5on5,Zetterlund,Granlund,Hoffman
2116,847749684800088482679,Ruzicka-Lindholm-Coronato,CGY,line,645,2,1,5on5,Ruzicka,Lindholm,Coronato
2117,847793984809958481582,Robertson-Holmberg-Nylander,TOR,line,1526,41,6,5on5,Robertson,Holmberg,Nylander
2118,847735384778398479718,Sheary-Motte-Barr-Boulet,TBL,line,1213,58,7,5on5,Sheary,Motte,Barr-Boulet
2120,847398684788738482745,Killorn-Mctavish-Terry,ANA,line,940,158,17,5on5,Killorn,Mctavish,Terry
2121,848147784821338484911,Bordeleau-Sturm-Graf,SJS,line,790,24,4,5on5,Bordeleau,Sturm,Graf
2122,847692184784278482093,Martinook-Aho-Jarvis,CAR,line,1070,405,34,5on5,Martinook,Aho,Jarvis
2123,848029284816908482744,Malatesta-Angle-Meyer,CBJ,line,881,8,2,5on5,Malatesta,Angle,Meyer
2124,847690584780208479353,Howden-Stephenson-Amadio,VGK,line,2670,104,13,5on5,Howden,Stephenson,Amadio
2125,847398684764588484153,Killorn-Carlsson-Strome,ANA,line,1248,74,9,5on5,Killorn,Carlsson,Strome
2126,847646084779408478398,Ehlers-Scheifele-Connor,WPG,line,8571,219,30,5on5,Ehlers,Scheifele,Connor
2129,847687284800158480797,Farabee-Laughton-Tippett,PHI,line,702,210,14,5on5,Farabee,Laughton,Tippett
2130,848011384802898482149,Iafallo-Barron-Perfetti,WPG,line,641,8,2,5on5,Iafallo,Barron,Perfetti
2133,847841384794208481528,Greenway-Thompson-Cozens,BUF,line,2075,74,8,5on5,Greenway,Thompson,Cozens
2134,847516884789758482740,Marchment-Johnston-Duchene,DAL,line,766,97,9,5on5,Marchment,Johnston,Duchene
2140,847644884780208480007,Amadio-Karlsson-Rondbjerg,VGK,line,1532,19,4,5on5,Amadio,Karlsson,Rondbjerg
2142,847584884768718477497,Pearson-Monahan-Gallagher,MTL,line,7553,59,17,5on5,Pearson,Monahan,Gallagher
2143,847698184774978481058,Anderson-Monahan-Ylnen,MTL,line,789,5,2,5on5,Anderson,Monahan,Ylnen
2146,847798984795438481058,Pezzetta-Dvorak-Ylnen,MTL,line,776,32,4,5on5,Pezzetta,Dvorak,Ylnen
2148,847579984764808482149,Perfetti-Namestnikov-Niederreiter,WPG,line,699,281,22,5on5,Perfetti,Namestnikov,Niederreiter
2149,848002784827028482740,Robertson-Johnston-Stankoven,DAL,line,840,155,18,5on5,Robertson,Johnston,Stankoven
2150,847843884799968481577,Glass-Novak-Tomasino,NSH,line,1197,8,3,5on5,Glass,Novak,Tomasino
2151,847519384774928478420,Tatar-Mackinnon-Rantanen,COL,line,1355,115,12,5on5,Tatar,Mackinnon,Rantanen
2152,847639284783988480113,Iafallo-Lowry-Connor,WPG,line,622,85,8,5on5,Iafallo,Lowry,Connor
2153,847167584774048482055,Guentzel-Crosby-O'Connor,PIT,line,4824,104,14,5on5,Guentzel,Crosby,O'Connor
2154,847464184764588478366,Henrique-Strome-Vatrano,ANA,line,1493,152,14,5on5,Henrique,Strome,Vatrano
2155,847687284784398480220,Cates-Laughton-Konecny,PHI,line,1106,132,9,5on5,Cates,Laughton,Konecny
2156,847415084763998478421,Greer-Backlund-Coleman,CGY,line,635,356,26,5on5,Greer,Backlund,Coleman
2157,847517084757638477953,Kapanen-Schenn-Hayes,STL,line,908,60,6,5on5,Kapanen,Schenn,Hayes
2159,847848384793188482720,Knies-Matthews-Marner,TOR,line,24260,166,43,5on5,Knies,Matthews,Marner
2162,847517284820748482679,Zary-Kadri-Coronato,CGY,line,2427,10,4,5on5,Zary,Kadri,Coronato
